Drug,Target
275,1534
275,1549
275,1553
276,132
276,445
276,709
276,789
276,808
276,920
276,1213
276,1530
277,302
277,398
277,992
278,285
278,391
278,522
278,783
278,1478
279,123
279,145
279,456
279,504
279,717
279,845
279,920
279,1008
279,1039
279,1056
279,1059
279,1066
279,1071
279,1133
279,1459
279,1461
279,1475
279,1534
279,1536
280,421
280,753
280,1452
281,807
281,1056
281,1112
281,1122
281,1148
282,98
282,339
282,366
282,461
282,561
282,939
282,1018
282,1160
282,1421
283,63
283,66
283,449
283,504
283,577
283,920
283,948
283,1001
283,1339
283,1535
284,1020
284,1402
285,348
287,113
288,154
288,155
288,162
288,178
288,184
288,269
288,445
288,503
288,506
288,519
288,585
288,617
288,618
288,709
288,789
288,839
288,936
288,948
288,1001
288,1020
288,1056
288,1070
288,1098
288,1407
288,1459
288,1553
289,136
289,178
289,249
289,269
289,450
289,506
289,617
289,725
289,878
289,1036
289,1051
289,1056
289,1070
289,1098
290,43
290,188
290,199
290,212
290,274
290,361
290,406
290,498
290,665
290,717
290,725
290,727
290,807
290,808
290,878
290,885
290,1018
290,1056
290,1059
290,1154
290,1288
290,1459
290,1461
290,1530
291,56
291,210
291,259
291,336
291,337
291,366
291,369
291,412
291,439
291,461
291,545
291,577
291,665
291,684
291,689
291,762
291,785
291,883
291,884
291,944
291,1056
291,1059
291,1234
291,1262
291,1421
291,1476
292,1101
293,914
293,1518
294,1137
294,1401
295,173
295,528
295,909
295,1437
296,210
296,259
296,285
296,421
296,683
296,819
296,934
296,1257
296,1452
297,541
298,184
298,445
298,577
298,665
298,717
298,789
298,808
298,936
298,1020
298,1056
298,1213
298,1459
298,1553
299,899
299,1066
300,178
300,461
300,527
300,635
300,1051
300,1474
301,91
301,305
302,155
302,160
302,178
302,184
302,185
302,285
302,445
302,503
302,505
302,519
302,524
302,534
302,585
302,709
302,729
302,761
302,789
302,839
302,920
302,936
302,948
302,993
302,1001
302,1051
302,1066
302,1092
302,1209
302,1213
302,1273
302,1372
302,1474
302,1553
303,66
304,136
304,138
304,178
304,936
304,946
304,1020
304,1056
304,1151
304,1213
304,1459
304,1553
305,154
305,155
305,244
305,269
305,319
305,334
305,351
305,445
305,504
305,585
305,618
305,709
305,717
305,789
305,936
305,948
305,1001
305,1020
305,1056
305,1059
305,1071
305,1098
305,1136
305,1213
305,1398
305,1459
305,1553
307,717
307,769
307,936
309,665
309,994
309,1056
311,6
311,253
311,265
311,440
311,607
311,671
311,823
311,827
311,840
311,871
311,874
311,958
311,965
311,1051
311,1066
311,1214
311,1246
311,1254
311,1340
311,1380
311,1436
311,1530
312,83
312,85
312,210
312,243
312,246
312,259
312,334
312,366
312,495
312,563
312,583
312,665
312,1056
312,1234
312,1461
312,1476
312,1555
313,461
313,762
313,819
313,920
313,1020
314,81
314,917
314,961
314,992
314,1080
314,1279
314,1404
315,439
315,454
315,527
315,577
315,665
315,762
315,807
315,819
315,920
315,1008
315,1014
315,1051
315,1059
315,1123
315,1177
315,1192
315,1372
316,14
316,98
316,561
316,1473
317,38
317,154
317,155
317,178
317,185
317,199
317,445
317,503
317,506
317,519
317,534
317,585
317,618
317,709
317,789
317,839
317,886
317,948
317,1001
317,1154
318,155
318,178
318,185
318,199
318,215
318,445
318,503
318,505
318,506
318,534
318,585
318,709
318,789
318,886
318,948
318,1154
318,1407
318,1459
319,63
319,66
319,259
319,577
319,665
319,717
319,1020
319,1051
319,1056
319,1059
319,1119
319,1339
319,1474
319,1535
320,178
320,334
320,506
320,665
320,709
320,717
320,1020
320,1056
320,1394
320,1459
320,1461
321,155
321,215
321,585
321,948
321,1059
322,145
322,456
322,845
322,1534
323,285
323,468
323,717
323,1020
323,1461
324,577
324,1117
324,1177
325,6
325,265
325,348
325,440
325,471
325,546
325,607
325,671
325,808
325,827
325,958
325,965
325,1066
325,1214
325,1254
325,1389
325,1530
326,503
326,505
326,534
326,561
326,1266
326,1459
327,18
327,66
327,109
327,237
327,243
327,256
327,308
327,439
327,461
327,468
327,498
327,565
327,649
327,684
327,1029
327,1173
327,1257
327,1259
327,1262
327,1285
327,1355
327,1453
328,154
328,178
328,243
328,249
328,269
328,511
328,617
328,618
328,769
328,772
328,808
328,936
328,1020
328,1056
328,1098
328,1213
328,1429
328,1459
328,1553
329,0
329,36
329,155
329,184
329,185
329,244
329,269
329,313
329,319
329,442
329,445
329,449
329,503
329,505
329,519
329,534
329,585
329,588
329,617
329,709
329,761
329,789
329,839
329,948
329,1001
329,1025
329,1048
329,1056
329,1059
329,1209
329,1553
330,81
330,243
330,446
330,819
330,917
330,961
330,1080
330,1279
330,1404
331,391
331,783
331,1478
332,527
333,178
333,269
333,445
333,503
333,506
333,534
333,665
333,709
333,789
333,808
333,936
333,1020
333,1056
333,1059
333,1066
333,1070
333,1213
333,1407
333,1459
333,1553
334,38
334,127
334,155
334,178
334,199
334,249
334,365
334,427
334,445
334,449
334,503
334,504
334,505
334,534
334,577
334,585
334,665
334,709
334,886
334,920
334,948
334,1051
334,1070
334,1091
334,1119
334,1154
334,1365
334,1391
334,1474
335,0
335,185
335,285
335,442
335,449
335,588
335,665
335,709
335,717
335,1020
335,1048
335,1056
335,1459
335,1530
336,36
336,95
336,136
336,154
336,178
336,184
336,185
336,199
336,249
336,269
336,441
336,445
336,450
336,503
336,504
336,505
336,506
336,519
336,534
336,617
336,618
336,635
336,665
336,789
336,808
336,839
336,886
336,936
336,948
336,1001
336,1018
336,1020
336,1036
336,1048
336,1051
336,1059
336,1066
336,1070
336,1091
336,1098
336,1151
336,1154
336,1213
336,1288
336,1407
336,1459
336,1553
339,117
339,197
339,1236
341,154
341,212
341,244
341,259
341,313
341,319
341,351
341,366
341,392
341,504
341,511
341,577
341,665
341,717
341,729
341,769
341,772
341,807
341,808
341,839
341,936
341,1020
341,1056
341,1059
341,1070
341,1288
341,1385
341,1459
341,1553
342,511
344,285
344,522
344,1059
344,1101
344,1452
344,1553
345,244
345,259
345,351
345,366
345,439
345,665
345,717
345,762
345,807
345,1020
345,1056
345,1070
345,1119
345,1288
345,1459
345,1474
347,339
347,717
347,939
347,1160
347,1291
348,285
348,522
349,6
349,11
349,201
349,243
349,253
349,265
349,436
349,440
349,458
349,607
349,671
349,739
349,823
349,827
349,840
349,871
349,874
349,904
349,958
349,965
349,992
349,1042
349,1066
349,1214
349,1254
349,1312
349,1436
349,1438
349,1523
350,28
350,178
350,199
350,366
350,498
350,635
350,665
350,717
350,739
350,740
350,807
350,886
350,920
350,1020
350,1051
350,1059
350,1066
350,1070
350,1154
350,1288
350,1378
350,1459
350,1461
351,6
351,253
351,265
351,440
351,607
351,671
351,823
351,827
351,840
351,871
351,874
351,958
351,965
351,1066
351,1214
351,1246
351,1254
351,1340
351,1380
351,1436
352,4
352,259
352,348
352,351
352,366
352,439
352,456
352,546
352,665
352,717
352,724
352,807
352,845
352,936
352,974
352,1020
352,1056
352,1089
352,1261
352,1288
352,1307
352,1389
352,1394
352,1459
352,1461
352,1553
356,285
356,577
356,665
356,717
356,777
356,920
356,989
356,992
356,1020
356,1030
356,1079
356,1139
356,1223
356,1357
356,1530
357,6
357,253
357,265
357,440
357,471
357,607
357,671
357,716
357,717
357,808
357,823
357,827
357,840
357,871
357,874
357,958
357,965
357,1020
357,1056
357,1214
357,1246
357,1254
357,1340
357,1380
357,1436
357,1461
358,308
358,468
358,1257
358,1259
359,671
359,687
359,827
359,992
359,1157
359,1254
360,243
360,725
360,808
361,9
361,155
361,212
361,244
361,269
361,285
361,319
361,351
361,414
361,475
361,504
361,585
361,709
361,717
361,729
361,772
361,936
361,1001
361,1098
361,1209
361,1385
361,1421
361,1461
361,1530
361,1553
362,200
362,495
362,891
362,1444
363,140
363,154
363,155
363,178
363,184
363,243
363,249
363,269
363,354
363,445
363,506
363,534
363,611
363,617
363,618
363,665
363,709
363,717
363,761
363,789
363,807
363,808
363,936
363,948
363,1001
363,1020
363,1059
363,1098
363,1151
363,1213
363,1378
363,1407
363,1459
363,1553
364,211
364,395
364,508
364,566
364,1039
364,1133
364,1311
364,1315
365,0
365,23
365,36
365,38
365,50
365,60
365,95
365,154
365,155
365,162
365,171
365,178
365,184
365,185
365,199
365,212
365,243
365,249
365,262
365,269
365,311
365,319
365,351
365,406
365,430
365,442
365,445
365,449
365,472
365,473
365,503
365,505
365,506
365,511
365,519
365,531
365,534
365,585
365,617
365,618
365,628
365,665
365,681
365,709
365,764
365,769
365,772
365,789
365,819
365,839
365,886
365,936
365,948
365,1001
365,1025
365,1048
365,1051
365,1059
365,1066
365,1070
365,1098
365,1154
365,1169
365,1213
365,1343
365,1407
365,1409
365,1429
365,1459
365,1504
365,1553
366,1051
366,1474
367,1027
368,285
368,414
368,522
368,766
368,1101
368,1114
368,1137
369,6
369,253
369,265
369,440
369,506
369,607
369,631
369,632
369,671
369,823
369,827
369,840
369,871
369,874
369,958
369,965
369,1129
369,1214
369,1254
369,1436
369,1459
370,136
370,138
370,184
370,665
370,789
370,936
370,1056
370,1151
370,1213
370,1459
370,1553
371,0
371,184
371,185
371,442
371,445
371,449
371,506
371,588
371,709
371,789
371,936
371,1048
371,1059
371,1213
371,1459
371,1553
372,155
372,185
372,244
372,269
372,351
372,354
372,445
372,504
372,585
372,709
372,717
372,729
372,772
372,839
372,936
372,948
372,1001
372,1020
372,1056
372,1098
372,1136
372,1213
372,1459
372,1553
373,91
373,413
373,511
373,1402
373,1549
374,145
374,210
374,259
374,334
374,336
374,337
374,366
374,439
374,578
374,689
374,762
374,819
374,978
374,1230
374,1262
374,1310
374,1326
374,1540
375,6
375,236
375,253
375,265
375,378
375,440
375,607
375,671
375,823
375,827
375,840
375,871
375,874
375,958
375,965
375,1214
375,1254
375,1436
375,1515
377,243
377,337
377,461
377,684
377,779
377,1262
378,717
378,807
378,808
378,1056
378,1059
378,1459
378,1530
379,1235
379,1474
380,522
380,665
380,888
380,1308
381,103
381,155
381,184
381,192
381,229
381,280
381,319
381,334
381,351
381,354
381,412
381,445
381,449
381,503
381,511
381,519
381,585
381,709
381,717
381,769
381,772
381,785
381,789
381,808
381,839
381,873
381,936
381,948
381,1001
381,1213
381,1343
381,1394
381,1407
381,1461
381,1534
381,1549
381,1553
382,230
382,577
382,647
382,692
382,722
382,755
382,1039
382,1051
382,1070
382,1428
382,1489
383,155
383,185
383,503
383,505
383,534
383,585
383,948
383,1343
384,561
385,178
385,665
385,725
385,727
385,1056
385,1459
386,98
386,162
386,269
386,561
386,566
386,617
386,819
386,936
386,1098
388,160
389,269
389,617
389,1070
389,1098
390,91
390,664
390,1056
391,109
391,237
391,243
391,249
391,256
391,285
391,308
391,337
391,389
391,504
391,522
391,565
391,649
391,717
391,729
391,786
391,839
391,936
391,948
391,1039
391,1173
391,1213
391,1257
391,1259
391,1385
391,1453
391,1459
391,1485
391,1553
392,56
392,127
392,243
392,522
392,1123
392,1365
393,64
393,155
393,199
393,519
393,585
393,886
393,986
393,1154
393,1463
394,131
394,309
394,830
394,843
394,876
394,971
394,988
394,1159
394,1469
395,0
395,36
395,38
395,154
395,155
395,162
395,178
395,184
395,185
395,269
395,406
395,442
395,445
395,449
395,505
395,506
395,519
395,534
395,585
395,617
395,618
395,709
395,761
395,789
395,807
395,839
395,936
395,948
395,1001
395,1025
395,1048
395,1056
395,1059
395,1098
395,1209
395,1213
395,1288
395,1459
395,1553
396,1059
397,0
397,155
397,184
397,185
397,269
397,442
397,445
397,449
397,506
397,519
397,585
397,588
397,617
397,709
397,789
397,839
397,948
397,1001
397,1025
397,1048
397,1098
397,1407
398,178
398,761
398,1209
399,155
399,232
399,421
399,498
399,585
399,709
399,936
399,948
399,986
399,1091
399,1213
399,1407
399,1452
399,1463
399,1553
400,182
400,285
400,414
400,522
400,766
400,934
400,1101
401,777
401,1139
402,232
402,505
402,534
402,936
402,986
402,1553
404,188
404,274
404,361
404,378
404,501
404,687
404,1051
404,1070
404,1119
404,1157
404,1161
404,1474
405,1101
405,1122
406,36
406,38
406,155
406,185
406,442
406,445
406,449
406,503
406,505
406,519
406,534
406,585
406,709
406,761
406,789
406,839
406,948
406,1001
406,1048
406,1056
406,1209
407,712
408,188
408,274
408,311
408,361
408,378
408,617
408,687
408,1051
408,1070
408,1098
408,1157
408,1161
409,185
409,505
409,534
409,936
409,1553
410,761
410,1209
411,259
411,336
411,366
411,439
411,461
411,577
411,665
411,689
411,717
411,762
411,807
411,819
411,1020
411,1056
411,1192
411,1288
411,1326
411,1459
411,1461
412,285
412,808
412,1018
412,1288
412,1530
413,986
413,1473
414,91
414,412
414,492
414,1402
415,155
415,178
415,445
415,503
415,505
415,506
415,511
415,519
415,534
415,585
415,665
415,709
415,769
415,789
415,808
415,948
415,1001
415,1051
415,1119
415,1213
415,1288
415,1343
415,1459
415,1474
415,1553
416,243
416,366
416,412
416,504
416,511
416,769
416,772
416,1459
417,178
417,184
417,185
417,224
417,339
417,367
417,445
417,503
417,555
417,595
417,665
417,709
417,725
417,729
417,761
417,789
417,803
417,878
417,936
417,1051
417,1059
417,1070
417,1209
417,1291
417,1343
417,1407
417,1459
417,1553
418,6
418,11
418,201
418,243
418,253
418,265
418,436
418,440
418,458
418,607
418,671
418,823
418,827
418,840
418,871
418,874
418,903
418,904
418,958
418,965
418,992
418,1042
418,1214
418,1254
418,1312
418,1436
418,1438
418,1523
419,155
419,185
419,445
419,519
419,585
419,1048
420,66
421,954
421,1510
422,36
422,38
422,155
422,178
422,184
422,185
422,442
422,445
422,449
422,503
422,505
422,519
422,534
422,585
422,709
422,789
422,839
422,948
422,1001
422,1048
422,1459
423,28
423,140
423,264
423,450
423,586
423,595
423,604
423,656
423,676
423,685
423,825
423,837
423,904
423,995
423,1036
423,1455
424,154
424,236
424,269
424,354
424,378
424,498
424,617
424,618
424,1070
424,1098
424,1157
425,522
425,914
426,511
426,769
426,772
428,412
428,785
428,1413
429,140
429,178
429,264
429,595
429,725
429,878
429,885
430,109
430,237
430,256
430,308
430,565
430,649
430,786
430,1173
430,1257
430,1259
430,1453
431,761
431,1070
431,1209
432,695
434,285
434,440
434,471
434,607
434,671
434,827
434,958
434,965
434,1066
434,1214
434,1254
435,127
435,243
435,285
435,461
435,486
435,522
435,561
435,994
435,1122
435,1123
435,1473
436,412
436,785
437,433
439,210
439,259
439,281
439,502
439,546
439,854
439,1389
440,249
440,520
442,249
442,577
442,1012
443,1034
444,398
444,412
444,492
444,1273
444,1402
444,1452
445,336
445,375
445,439
445,577
445,665
445,762
446,505
446,519
446,936
446,1020
446,1059
447,10
447,13
447,423
447,532
448,64
450,506
451,542
451,899
451,1168
451,1228
451,1282
451,1435
452,56
453,412
453,413
453,492
453,1056
454,98
454,461
454,498
454,561
454,1262
455,366
455,438
455,772
455,1087
455,1517
456,541
456,771
457,6
457,253
457,265
457,440
457,607
457,671
457,823
457,827
457,840
457,871
457,874
457,948
457,958
457,965
457,1214
457,1254
457,1283
457,1399
457,1436
457,1549
458,43
458,178
458,406
458,450
458,595
458,885
458,886
458,1020
458,1056
458,1059
458,1118
458,1151
458,1459
459,2
459,293
459,348
459,511
459,546
459,665
459,769
459,772
459,1056
459,1070
459,1389
459,1459
459,1461
459,1503
460,742
460,1001
460,1071
461,43
461,199
461,725
461,727
461,808
461,885
461,886
461,1056
461,1059
461,1154
461,1459
461,1512
462,154
462,155
462,162
462,178
462,184
462,185
462,249
462,269
462,430
462,445
462,503
462,505
462,506
462,519
462,534
462,585
462,617
462,618
462,709
462,789
462,839
462,948
462,1001
462,1048
462,1051
462,1098
462,1213
462,1407
462,1553
463,155
463,185
463,445
463,505
463,506
463,519
463,534
463,789
463,819
463,936
463,948
463,1056
463,1213
463,1288
463,1553
464,39
464,178
464,269
464,395
464,480
464,617
464,818
464,852
464,1039
464,1311
464,1315
466,60
466,936
466,1213
466,1553
468,131
468,375
468,665
468,762
468,808
468,843
468,988
468,989
468,992
468,1056
468,1066
468,1091
469,23
469,136
469,154
469,155
469,178
469,185
469,199
469,249
469,269
469,442
469,445
469,474
469,498
469,503
469,505
469,506
469,519
469,534
469,585
469,617
469,618
469,635
469,709
469,761
469,789
469,808
469,839
469,886
469,936
469,948
469,1018
469,1051
469,1066
469,1070
469,1091
469,1098
469,1151
469,1154
469,1209
469,1213
469,1378
469,1530
469,1553
470,258
470,259
470,538
470,683
470,920
470,934
470,1219
470,1261
472,236
472,249
472,501
472,534
472,652
472,808
472,936
472,1020
472,1066
472,1157
472,1213
472,1459
472,1530
472,1553
474,60
474,472
474,473
474,764
474,808
474,1407
474,1409
474,1429
474,1504
475,577
475,782
475,1112
475,1122
476,364
476,1136
477,311
477,413
477,522
477,1149
477,1402
478,66
478,761
478,1209
478,1553
479,899
479,991
480,285
480,522
481,155
481,178
481,365
481,427
481,445
481,503
481,505
481,534
481,585
481,948
481,1070
481,1391
482,43
482,311
482,394
482,406
482,936
483,163
483,319
483,364
483,391
483,808
483,920
483,1056
483,1066
483,1224
483,1288
484,211
484,717
484,1133
484,1288
485,269
485,439
485,461
485,498
485,527
485,611
485,635
485,762
485,965
485,1213
486,1
486,15
486,19
486,21
486,32
486,33
486,34
486,42
486,46
486,93
486,105
486,110
486,111
486,112
486,128
486,148
486,153
486,159
486,166
486,170
486,175
486,177
486,187
486,191
486,194
486,196
486,209
486,212
486,213
486,221
486,222
486,225
486,248
486,252
486,291
486,295
486,296
486,301
486,313
486,316
486,319
486,320
486,322
486,327
486,342
486,356
486,362
486,363
486,373
486,376
486,377
486,379
486,388
486,396
486,405
486,418
486,469
486,478
486,490
486,491
486,509
486,512
486,531
486,533
486,543
486,559
486,579
486,589
486,605
486,614
486,627
486,634
486,637
486,653
486,654
486,670
486,675
486,705
486,706
486,719
486,721
486,757
486,774
486,776
486,800
486,826
486,846
486,847
486,857
486,862
486,866
486,868
486,887
486,889
486,892
486,897
486,915
486,916
486,921
486,922
486,923
486,932
486,935
486,942
486,943
486,947
486,950
486,951
486,952
486,957
486,962
486,970
486,976
486,979
486,982
486,1002
486,1005
486,1006
486,1023
486,1024
486,1026
486,1040
486,1052
486,1058
486,1068
486,1072
486,1076
486,1081
486,1082
486,1083
486,1093
486,1096
486,1097
486,1103
486,1115
486,1121
486,1126
486,1140
486,1146
486,1165
486,1174
486,1178
486,1180
486,1185
486,1186
486,1190
486,1193
486,1205
486,1225
486,1233
486,1245
486,1247
486,1248
486,1260
486,1264
486,1270
486,1274
486,1290
486,1294
486,1302
486,1304
486,1316
486,1318
486,1319
486,1322
486,1323
486,1324
486,1325
486,1327
486,1341
486,1349
486,1361
486,1363
486,1374
486,1411
486,1417
486,1420
486,1426
486,1439
486,1443
486,1449
486,1454
486,1457
486,1462
486,1486
486,1488
486,1490
486,1491
486,1493
486,1497
486,1513
486,1531
486,1544
486,1545
486,1548
486,1551
487,243
487,249
487,338
487,551
487,582
487,813
487,1109
487,1113
487,1425
487,1465
487,1480
488,161
488,178
488,182
488,214
488,392
488,439
488,920
488,1008
488,1202
489,1008
489,1372
490,18
490,236
490,336
490,378
490,439
490,535
490,560
490,671
490,716
490,762
490,808
490,819
490,827
490,920
490,958
490,1008
490,1018
490,1066
490,1288
490,1394
490,1515
490,1530
491,43
491,60
491,154
491,155
491,162
491,178
491,184
491,269
491,445
491,472
491,473
491,506
491,617
491,618
491,709
491,725
491,727
491,764
491,789
491,808
491,885
491,886
491,948
491,1066
491,1070
491,1098
491,1213
491,1409
491,1429
491,1459
491,1504
491,1553
493,178
493,185
493,421
493,1452
494,421
494,1402
494,1452
494,1549
495,527
495,665
495,762
496,119
496,154
496,155
496,269
496,421
496,445
496,503
496,506
496,617
496,618
496,709
496,789
496,936
496,1001
496,1098
496,1459
497,269
497,506
497,534
497,789
497,936
497,1213
497,1553
498,527
498,843
498,990
499,914
499,956
499,1518
499,1519
500,162
500,1051
500,1091
500,1119
500,1262
500,1266
500,1474
501,30
501,240
501,1128
502,1
502,19
502,32
502,148
502,222
502,282
502,313
502,319
502,376
502,405
502,491
502,596
502,721
502,826
502,868
502,887
502,1004
502,1006
502,1024
502,1041
502,1076
502,1081
502,1106
502,1156
502,1302
502,1324
502,1361
502,1363
502,1417
502,1426
502,1544
502,1552
503,342
503,348
503,376
503,396
503,431
503,500
503,533
503,577
503,672
503,838
503,847
503,854
503,992
503,1125
503,1158
503,1215
503,1225
503,1260
503,1324
503,1420
503,1482
503,1491
503,1520
504,249
504,311
504,366
504,729
504,761
504,1209
506,1402
507,154
507,269
507,311
507,617
507,618
507,1098
508,508
508,1526
509,438
509,665
509,1087
510,77
510,109
510,145
510,243
510,267
510,285
510,308
510,461
510,522
510,545
510,565
510,649
510,684
510,1173
510,1257
510,1259
510,1262
510,1421
510,1453
511,936
511,1553
512,36
512,154
512,155
512,162
512,184
512,249
512,269
512,445
512,503
512,505
512,506
512,519
512,534
512,577
512,585
512,617
512,618
512,709
512,789
512,839
512,936
512,948
512,1001
512,1048
512,1056
512,1098
512,1151
512,1213
512,1343
512,1553
513,729
513,761
513,807
513,1001
513,1209
513,1288
513,1343
513,1461
514,246
514,255
514,257
514,258
514,267
514,285
514,310
514,414
514,461
514,522
514,861
514,1202
514,1234
514,1402
515,38
515,406
515,680
516,244
516,762
516,807
516,808
516,1020
516,1056
516,1087
516,1461
517,145
517,218
517,461
517,647
517,750
517,807
517,954
517,1288
518,91
518,807
518,1149
518,1288
519,430
519,807
519,1020
519,1059
519,1288
519,1398
519,1461
520,103
520,334
520,412
520,413
520,431
520,785
520,1033
520,1394
521,155
521,185
521,249
521,503
521,505
521,519
521,534
521,585
521,1001
521,1048
522,109
522,237
522,256
522,308
522,461
522,565
522,649
522,786
522,1020
522,1066
522,1173
522,1257
522,1259
522,1453
522,1485
523,236
523,348
523,511
523,769
523,772
523,1459
524,254
524,336
524,337
524,439
524,461
524,539
524,577
524,598
524,647
524,762
524,1051
524,1070
524,1091
524,1269
525,60
525,764
525,1066
526,511
526,769
526,772
527,484
527,893
527,977
527,1066
527,1114
527,1517
528,285
528,522
529,178
529,210
529,259
529,366
529,506
529,665
529,1421
530,237
530,256
530,308
530,565
530,649
530,1173
530,1257
530,1259
530,1485
531,239
531,807
531,1020
531,1056
531,1059
531,1066
531,1461
531,1530
532,243
532,258
532,285
532,310
532,337
532,348
532,461
532,522
532,546
532,854
532,861
532,1389
532,1503
533,98
533,285
533,522
533,561
533,1055
534,113
535,0
535,185
535,442
535,449
535,588
535,1452
536,0
536,185
536,442
536,445
536,449
536,588
536,789
536,1452
536,1459
537,9
537,217
537,475
537,621
537,1266
537,1355
538,35
538,122
538,286
538,335
538,439
538,577
538,643
538,901
538,1101
538,1132
538,1332
538,1344
538,1372
538,1384
538,1517
539,91
539,243
539,412
539,413
539,492
539,807
539,1020
539,1213
539,1288
539,1402
540,91
540,305
541,36
541,38
541,155
541,185
541,442
541,445
541,449
541,503
541,505
541,519
541,534
541,585
541,709
541,789
541,839
541,948
541,1001
541,1070
541,1079
541,1390
542,511
542,769
542,772
543,154
543,157
543,178
543,185
543,269
543,445
543,575
543,617
543,618
543,761
543,808
543,936
543,1001
543,1059
543,1098
543,1213
543,1407
543,1459
543,1461
543,1553
544,254
544,329
544,337
544,461
544,1091
544,1262
544,1269
545,43
545,199
545,725
545,727
545,885
545,886
545,1154
545,1512
546,522
547,471
547,671
547,807
547,827
547,958
547,965
547,1254
547,1288
547,1343
548,281
548,502
549,185
549,442
549,445
549,449
549,709
549,729
549,761
549,789
549,1209
550,162
550,503
550,1059
550,1534
550,1541
551,433
551,439
551,577
551,730
551,934
551,992
551,1473
551,1474
552,29
552,43
552,58
552,135
552,188
552,274
552,277
552,311
552,361
552,406
552,421
552,686
552,687
552,739
552,936
552,1015
552,1131
552,1169
552,1412
552,1429
552,1452
553,285
553,522
554,14
554,561
554,1473
555,155
555,503
555,505
555,534
555,585
555,948
556,304
557,178
557,406
557,709
557,1059
557,1066
558,188
558,274
558,361
558,366
558,406
558,617
558,687
558,1070
558,1161
559,154
559,162
559,184
559,269
559,445
559,506
559,617
559,618
559,665
559,709
559,789
559,936
559,948
559,1001
559,1098
559,1213
559,1553
560,36
560,154
560,155
560,185
560,269
560,406
560,445
560,449
560,505
560,506
560,519
560,534
560,617
560,618
560,729
560,761
560,789
560,839
560,936
560,948
560,1020
560,1070
560,1098
560,1209
560,1213
560,1553
561,56
561,155
561,212
561,319
561,386
561,561
561,984
562,77
562,313
562,319
562,1421
563,285
563,301
564,43
564,199
564,710
564,725
564,727
564,885
564,886
564,966
564,1154
564,1197
564,1310
564,1512
565,210
565,249
565,259
565,439
565,546
565,577
565,689
565,1261
565,1389
565,1421
566,155
566,185
566,503
566,505
566,506
566,519
566,534
566,585
566,680
566,948
566,1001
566,1018
566,1213
567,375
567,503
567,505
567,534
567,546
567,665
569,156
569,1510
571,263
572,788
573,91
573,249
573,413
573,1402
574,210
574,259
574,577
574,1394
575,406
575,511
575,546
575,769
575,772
575,854
575,1213
575,1553
576,1
576,15
576,21
576,32
576,34
576,46
576,93
576,111
576,134
576,142
576,148
576,159
576,165
576,166
576,175
576,177
576,182
576,187
576,191
576,194
576,212
576,219
576,222
576,225
576,276
576,282
576,291
576,295
576,296
576,301
576,313
576,316
576,319
576,356
576,373
576,376
576,377
576,388
576,405
576,407
576,415
576,469
576,478
576,500
576,525
576,533
576,559
576,609
576,637
576,641
576,654
576,670
576,675
576,705
576,723
576,757
576,767
576,776
576,800
576,826
576,831
576,841
576,846
576,862
576,866
576,868
576,887
576,889
576,892
576,895
576,897
576,915
576,922
576,943
576,947
576,950
576,951
576,970
576,976
576,979
576,982
576,987
576,998
576,1005
576,1007
576,1024
576,1026
576,1041
576,1047
576,1052
576,1072
576,1076
576,1082
576,1083
576,1090
576,1093
576,1096
576,1097
576,1126
576,1140
576,1146
576,1175
576,1178
576,1180
576,1182
576,1185
576,1186
576,1190
576,1205
576,1206
576,1217
576,1220
576,1225
576,1233
576,1244
576,1245
576,1248
576,1260
576,1263
576,1264
576,1265
576,1270
576,1281
576,1318
576,1319
576,1322
576,1323
576,1324
576,1325
576,1341
576,1349
576,1395
576,1411
576,1414
576,1415
576,1420
576,1433
576,1439
576,1488
576,1490
576,1491
576,1501
576,1531
576,1544
576,1545
576,1552
577,461
577,750
577,954
577,1428
578,178
578,185
578,378
578,406
578,442
578,482
578,511
578,680
578,709
578,807
578,1051
578,1066
578,1070
578,1091
578,1119
578,1157
578,1288
578,1343
578,1474
579,43
579,178
579,199
579,269
579,406
579,442
579,479
579,482
579,506
579,534
579,617
579,725
579,769
579,807
579,886
579,936
579,1051
579,1154
579,1197
579,1213
579,1288
579,1407
579,1432
579,1461
579,1553
580,87
580,178
580,199
580,224
580,249
580,259
580,264
580,311
580,366
580,367
580,436
580,439
580,441
580,498
580,555
580,595
580,617
580,635
580,665
580,725
580,803
580,808
580,819
580,824
580,878
580,886
580,912
580,920
580,1036
580,1051
580,1066
580,1070
580,1154
580,1262
580,1288
580,1378
580,1406
580,1438
580,1459
580,1461
580,1474
581,310
581,914
581,1118
581,1518
582,479
583,109
583,124
583,130
583,199
583,224
583,237
583,256
583,308
583,367
583,421
583,555
583,565
583,649
583,725
583,727
583,786
583,803
583,885
583,886
583,1154
583,1173
583,1197
583,1257
583,1259
583,1343
583,1452
583,1453
583,1481
583,1485
584,259
584,348
584,1389
585,338
585,551
585,582
585,813
585,1113
585,1425
585,1465
585,1480
587,391
587,783
588,131
588,309
588,830
588,843
588,876
588,971
588,988
588,1159
588,1469
590,2
590,156
590,365
590,546
590,854
590,1051
590,1109
590,1112
590,1119
590,1122
590,1148
590,1310
590,1466
590,1474
592,301
592,1164
592,1195
592,1373
592,1421
592,1483
593,155
593,178
593,430
593,445
593,498
593,504
593,506
593,635
593,709
593,789
593,936
593,1213
593,1407
593,1459
594,43
594,109
594,199
594,237
594,256
